Arboreal	Non-arboreal	Semi-arboreal
165	0.168516	0.592272	0.239212
166	0.022404	0.922628	0.054968
167	0.1999	0.65241	0.14769
168	0.023168	0.872902	0.10393
169	0.020336	0.851974	0.12769
170	0.001666	0.924634	0.0737
171	0.001532	0.93011	0.068358
172	0.001422	0.939614	0.058964
173	0.00175	0.949104	0.049146
174	0.002762	0.966118	0.03112
175	0.001098	0.921714	0.077188
176	0.000442442442442442	0.948654654654655	0.0509029029029029
177	0.000105050505050505	0.973569696969697	0.0263252525252525
178	0.000304	0.985806	0.01389
179	0.00031	0.98746	0.01223
180	8.6e-05	0.98092	0.018994
181	4.4e-05	0.986668	0.013288
182	0.00045	0.98589	0.01366
183	5e-05	0.992456	0.007494
184	9.4e-05	0.991316	0.00859
185	0	0.99954	0.00046
186	0	0.999652	0.000348
187	0	0.999808	0.000192
188	0	0.999862	0.000138
189	0	0.9999	1e-04
190	2e-06	0.998982	0.001016
191	0	0.999928	7.2e-05
192	0	0.999896	0.000104
193	0	0.999868	0.000132
194	0	0.999822	0.000178
195	2e-06	0.999744	0.000254
196	0	0.999534	0.000466
197	9.8e-05	0.991876	0.008026
198	0	0.999458	0.000542
199	0	0.99901	0.00099
200	2e-06	0.999528	0.00047
201	2e-06	0.999158	0.00084
202	0.001492	0.947798	0.05071
203	0.001156	0.950936	0.047908
204	0.00601	0.87478	0.11921
205	0.00036	0.931084	0.068556
206	0.00013	0.95797	0.0419
207	3.2e-05	0.9849	0.015068
208	3e-05	0.99108	0.00889
209	0.000896	0.900232	0.098872
210	0.000318	0.964288	0.035394
211	5.8e-05	0.966064	0.033878
212	3e-05	0.963908	0.036062
213	2.6e-05	0.994718	0.005256
214	6e-06	0.998364	0.00163
215	1e-04	0.929294	0.070606
216	0.000248	0.885336	0.114416
217	0.00072	0.873626	0.125654
218	0.01235	0.840196	0.147454
219	0.00903	0.627958	0.363012
220	0.013656	0.514962	0.471382
221	0.0106071842410197	0.584143684820394	0.405249130938586
222	0.027898	0.586042	0.38606
223	0.00543	0.75204	0.24253
224	0.00571	0.765736	0.228554
225	0.008686	0.765258	0.226056
226	0.051452	0.273612	0.674936
227	0.09772	0.151264	0.751016
228	0.094846	0.146258	0.758896
229	0.100714	0.144562	0.754724
230	0.101628	0.20734	0.691032
231	0.098108	0.213032	0.68886
232	0.022164	0.625028	0.352808
233	0.005616	0.800548	0.193836
234	0.003062	0.864416	0.132522
235	0.002906	0.895298	0.101796
236	0.015092	0.783056	0.201852
237	0.793016	0.008122	0.198862
238	0.038096	0.734806	0.227098
239	0.420889583333333	0.04775625	0.531354166666667
240	0.632730769230769	0.0144410256410256	0.352828205128205
241	0.978724	6.8e-05	0.021208
242	0.657136	0.04447	0.298394
243	0.5805	0.009002	0.410498
244	0.853602	0.001048	0.14535
245	0.942718	0.000242	0.05704
246	0.88905	0.000582	0.110368
247	0.888032	9.4e-05	0.111874
248	0.873086	0.000152	0.126762
249	0.646126	0.007962	0.345912
250	0.78088	0.002052	0.217068
251	0.97523	1.2e-05	0.024758
252	0.980508	2e-06	0.01949
253	0.561404	0.006804	0.431792
254	0.533086	0.023438	0.443476
255	0.008912	0.863262	0.127826
256	0.002208	0.916638	0.081154
257	0.002224	0.920116	0.07766
258	0.048234	0.717486	0.23428
259	0.048378	0.72794	0.223682
260	0.001808	0.928892	0.0693
261	0.002778	0.962592	0.03463
262	0.000126	0.989944	0.00993
263	1.2e-05	0.99414	0.005848
264	2.8e-05	0.993652	0.00632
265	0.000142	0.992246	0.007612
266	6e-06	0.995118	0.004876
267	0	0.997558	0.002442
268	2e-06	0.9977	0.002298
269	1e-05	0.99675	0.00324
270	1.8e-05	0.99366	0.006322
271	4e-06	0.995794	0.004202
272	4.2e-05	0.994194	0.005764
273	6e-06	0.99664	0.003354
274	2e-06	0.996408	0.00359
275	3.2e-05	0.9822	0.017768
276	3.2e-05	0.988994	0.010974
277	1.4e-05	0.996384	0.003602
278	0.00153	0.93328	0.06519
279	0.075468	0.700336	0.224196
280	0.000521739130434783	0.948104347826087	0.0513739130434783
281	4e-04	0.965042	0.034558
282	0.000162	0.980976	0.018862
283	8e-05	0.986666	0.013254
284	0.000130198915009042	0.987081374321881	0.0127884267631103
285	0.000208955223880597	0.987044776119403	0.0127462686567164
286	0.001258	0.969188	0.029554
287	0.000546	0.984554	0.0149
288	0.00792	0.937744	0.054336
289	0.0179024390243902	0.899320825515947	0.0827767354596623
290	0.114296	0.622364	0.26334
291	0.218686	0.418206	0.363108
292	0.279142	0.391108	0.32975
293	0.798948	0.012574	0.188478
294	0.002742	0.95621	0.041048
295	0.00099	0.980274	0.018736
296	8.4e-05	0.995196	0.00472
297	0.000952	0.981044	0.018004
298	1.2e-05	0.998772	0.001216
299	1.8e-05	0.998332	0.00165
300	0.001902	0.964822	0.033276
301	0.001442	0.97061	0.027948
302	0.002714	0.968138	0.029148
303	0.001788	0.97056	0.027652
304	0.000368	0.989994	0.009638
305	0.307154	0.340302	0.352544
306	0.00316	0.966616	0.030224
307	0.329144	0.243006	0.42785
308	0.689138	0.006908	0.303954
309	0.68227	0.004276	0.313454
310	0.60313	0.007702	0.389168
311	0.279056	0.207304	0.51364
312	0.237904	0.22032	0.541776
313	0.203764	0.290308	0.505928
314	0.18667	0.334594	0.478736
315	0.010296	0.914848	0.074856
316	0.00082	0.98163	0.01755
317	0.136722	0.507572	0.355706
318	0.38181	0.064956	0.553234
319	0.43968	0.120158	0.440162
320	0.42936	0.015882	0.554758
321	0.498378	0.013842	0.48778
322	0.42954	0.016274	0.554186
323	0.028324	0.790122	0.181554
324	0.003486	0.941008	0.055506
325	0.586588	0.002332	0.41108
326	0.640868	0.001056	0.358076
327	0.715974	0.000712	0.283314
