Arboreal	Non-arboreal	Semi-arboreal
259	0.063602	0.65148	0.284918
260	0.007488	0.803448	0.189064
261	0.005104	0.918746	0.07615
262	0.000484	0.968206	0.03131
263	0.000116	0.97811	0.021774
264	8e-05	0.982402	0.017518
265	0.00011	0.986506	0.013384
266	1.6e-05	0.982992	0.016992
267	4e-06	0.993636	0.00636
268	2e-06	0.994206	0.005792
269	1.4e-05	0.994066	0.00592
270	3e-05	0.981126	0.018844
271	1.4e-05	0.986208	0.013778
272	4.8e-05	0.988858	0.011094
273	0	0.989448	0.010552
274	2e-06	0.98905	0.010948
275	2.6e-05	0.970196	0.029778
276	2.2e-05	0.980382	0.019596
277	1e-05	0.991494	0.008496
278	0.00698	0.804406	0.188614
279	0.09973	0.616886	0.283384
280	0.00410434782608696	0.844826086956522	0.151069565217391
281	0.001788	0.887908	0.110304
282	0.000564	0.937242	0.062194
283	3e-04	0.953972	0.045728
284	0.00037251356238698	0.958155515370705	0.0414719710669078
285	0.000388059701492537	0.951701492537313	0.047910447761194
286	0.002834	0.925576	0.07159
287	0.00065	0.973284	0.026066
288	0.015314	0.878934	0.105752
289	0.0340112570356473	0.823590994371482	0.142397748592871
290	0.195384	0.493162	0.311454
291	0.31688	0.330036	0.353084
292	0.344776	0.318048	0.337176
293	0.846384	0.009808	0.143808
294	0.008046	0.874002	0.117952
295	0.00184	0.960816	0.037344
296	3.2e-05	0.993524	0.006444
297	0.00154	0.96428	0.03418
298	2e-06	0.998024	0.001974
299	8e-06	0.997532	0.00246
300	0.005656	0.897118	0.097226
301	0.004266	0.913816	0.081918
302	0.004946	0.939504	0.05555
303	0.004604	0.92527	0.070126
304	0.00023	0.9859	0.01387
305	0.403362	0.271792	0.324846
306	0.002106	0.952212	0.045682
307	0.431322	0.18913	0.379548
308	0.779654	0.005162	0.215184
309	0.772738	0.003284	0.223978
310	0.689936	0.005782	0.304282
311	0.369484	0.159078	0.471438
312	0.320126	0.169414	0.51046
313	0.275972	0.224264	0.499764
314	0.25106	0.264806	0.484134
315	0.009568	0.878688	0.111744
316	0.000468	0.97121	0.028322
317	0.145648	0.46233	0.392022
318	0.462908	0.050596	0.486496
319	0.46112	0.10514	0.43374
320	0.506394	0.011136	0.48247
321	0.571674	0.010754	0.417572
322	0.502308	0.011444	0.486248
323	0.027714	0.709224	0.263062
324	0.002636	0.907156	0.090208
325	0.663722	0.001608	0.33467
326	0.714798	0.000858	0.284344
327	0.779854	0.000622	0.219524
